Rank,slope
B-,-3.011389999999986e-4
C+,0.0012276233333333322
C,2.904947058823555e-4
C-,8.058345454545448e-4
NA,-4.577334591195016e-5
S,0.027517572500000004
A+,0.0013837128571428578
A,0.002279775833333338
A-,-8.651775000000001e-4
B+,-2.867350000000002e-4
B,4.8455437499999855e-4
B-,0.001305799000000001
C+,5.072699999999986e-4
C,-0.001828829999999997
C-,-2.5519636363636333e-4
NA,-4.550315723270524e-5
S,0.008815697500000002
A+,-9.713214285714313e-4
A,-0.003015349166666661
A-,8.265508333333291e-4
B+,0.001258194999999999
B,5.938418749999981e-4
B-,3.8053100000000144e-4
C+,3.781899999999989e-4
C,-4.9471176470583136e-5
C-,-0.0012441618181818184
NA,4.295817610062918e-5
S,0.0068989325000000075
A+,-0.0016384442857142797
A,-0.003318569166666669
A-,-0.0017483791666666625
B+,-0.0014480825
B,3.402393750000006e-4
B-,-3.854109999999989e-4
C+,-1.5435666666666786e-4
C,0.0011065664705882364
C-,8.686927272727268e-4
NA,4.0727911949685585e-5
S,-0.002062627499999996
A+,-0.0013178271428571392
A,-0.003377804166666664
A-,-0.003459824166666671
B+,-4.8232250000000264e-4
B,1.4522812500000236e-4
B-,-8.259499999999893e-5
C+,6.779666666666877e-5
C,-0.001157201764705878
C-,5.344236363636357e-4
NA,-2.1309698113207995e-5
S,0.0015945824999999952
A+,0.0031649157142857156
A,-0.0015398558333333345
A-,-0.0024138625000000064
B+,-6.950399999999996e-4
B,1.849843750000019e-4
B-,9.91279000000001e-4
C+,1.7496666666666665e-4
C,-0.0016916982352941133
C-,0.0017415981818181812
NA,1.074615094339623e-5
S,-0.0014530124999999965
A+,0.00654832142857143
A,-0.004203924166666668
A-,0.004162634166666667
B+,-6.522900000000005e-4
B,-8.144118750000025e-4
B-,1.2022900000000154e-4
C+,7.083333333333223e-5
C,-0.0010954652941176433
C-,9.149090909090906e-4
NA,-4.659811320754915e-6
S,-0.003429002500000001
A+,-0.005953692857142861
A,-0.002462762500000002
A-,0.0028381674999999997
B+,3.2607500000000965e-5
B,7.28881250000019e-5
B-,-6.998509999999988e-4
C+,-4.882666666666773e-5
C,-0.0010511135294117607
C-,-3.0902727272727357e-4
NA,-2.8077597484277395e-5
S,0.017087582500000007
A+,8.700728571428557e-4
A,0.003012887499999996
A-,-0.0024391575000000066
B+,0.0015012675000000016
B,1.477681249999991e-4
B-,4.8531700000000187e-4
C+,-0.0011400933333333314
C,-0.001636066470588231
C-,-2.920090909090909e-4
NA,-2.2560289308176737e-5
S,0.008515597499999994
A+,9.958157142857134e-4
A,6.849624999999995e-4
A-,-0.0012004758333333304
B+,4.599499999999993e-4
B,2.4960437499999954e-4
B-,-4.615069999999981e-4
C+,-2.0456333333333514e-4
C,0.0014735535294117669
C-,3.711799999999992e-4
NA,-6.648767295597801e-6
S,-0.026102282499999987
A+,-0.0019075757142857142
A,-0.0014172925000000012
A-,-4.862325000000068e-4
B+,0.003351992500000002
B,7.831693750000012e-4
B-,8.21030000000006e-5
C+,-4.691533333333344e-4
C,-0.0011176723529411714
C-,5.143781818181816e-4
NA,2.874194968553544e-5
S,-0.007602912500000002
A+,-0.008571604285714282
A,5.746024999999967e-4
A-,-0.0013777325000000058
B+,2.384350000000022e-4
B,-3.9463812499999944e-4
B-,0.0015293190000000012
C+,-0.001176186666666665
C,1.7573941176470873e-4
C-,-6.820727272727304e-5
NA,-2.368742138365037e-6
S,-8.703474999999985e-4
A+,-8.786099999999974e-4
A,-0.003129642499999998
A-,-0.0035163174999999977
B+,0.0015281449999999996
B,-6.596793750000032e-4
B-,0.001761198999999999
C+,-0.0011523233333333314
C,-0.0013519617647058768
C-,-3.2079454545454574e-4
NA,-6.73383270440257e-5
S,0.024369087499999997
A+,-0.0013122642857142828
A,-0.0020498258333333332
A-,-1.7098583333333405e-4
B+,-9.855975000000025e-4
B,6.26819375000002e-4
B-,-5.341889999999978e-4
C+,2.0055666666666727e-4
C,5.031076470588278e-4
C-,6.570381818181818e-4
NA,1.2728918238994004e-5
S,-0.0072835224999999925
A+,0.002362127142857145
A,0.0033799925000000037
A-,0.0013750208333333292
B+,0.001690905
B,2.266193750000014e-4
B-,6.142690000000013e-4
C+,-1.27246666666666e-4
C,-4.935705882352447e-5
C-,-0.0011376672727272724
NA,-3.269374842767409e-5
S,-0.007123767499999999
A+,5.118471428571424e-4
A,8.834275000000059e-4
A-,0.0013670824999999955
B+,-0.0016444050000000029
B,3.0061187499999943e-4
B-,0.0018602490000000054
C+,2.0003999999999866e-4
C,6.075935294117687e-4
C-,-6.109090909090912e-4
NA,4.236202515723294e-5
S,0.029187692499999997
A+,-0.006078218571428566
A,0.0032622291666666715
A-,-8.218750000000556e-5
B+,-7.797225000000008e-4
B,-8.141943749999993e-4
B-,0.0018299710000000047
C+,2.5357999999999934e-4
C,0.0015369194117647107
C-,-3.1594909090909074e-4
NA,-5.0153748427673825e-5
S,0.004547417500000009
A+,-0.004171701428571432
A,-0.002618262499999996
A-,1.921374999999936e-4
B+,-0.0018328899999999993
B,3.807393749999987e-4
B-,2.4683500000000004e-4
C+,-4.078733333333348e-4
C,0.0014573923529411811
C-,-3.2613090909090986e-4
NA,-1.546368553459156e-5
S,-0.008675112500000005
A+,-0.006437575714285711
A,-0.0024088374999999985
A-,-6.404508333333373e-4
B+,0.003704602499999999
B,-9.23781249999974e-5
B-,9.468500000000104e-5
C+,9.62200000000011e-5
C,-0.0013595547058823478
C-,5.102327272727274e-4
NA,9.025157232693028e-8
S,0.020441917499999997
A+,0.006734364285714289
A,-0.0015670541666666705
A-,-0.0013417525000000016
B+,1.8503250000000284e-4
B,-4.830193750000021e-4
B-,0.0011894370000000004
C+,-4.208266666666676e-4
C,-9.616852941176409e-4
C-,9.775472727272718e-4
NA,-3.7246930817610885e-5
S,-0.005571412500000001
A+,-0.004849929999999992
A,9.751575000000009e-4
A-,-0.001751822500000003
B+,-1.6263500000000244e-4
B,3.5299187500000174e-4
B-,0.0014565230000000006
C+,1.9687666666666606e-4
C,-5.25133529411761e-4
C-,-2.1009090909090455e-5
NA,1.7789748427672988e-5
S,-0.012424292500000001
A+,0.003901321428571429
A,-5.409091666666668e-4
A-,0.001647575833333336
B+,0.002969057500000001
B,-3.2971937499999906e-4
B-,-6.41249999999981e-5
C+,4.800666666666502e-5
C,5.575241176470623e-4
C-,-8.744000000000103e-5
NA,-1.7832591194969168e-5
S,-0.012333822500000004
A+,-0.0036982899999999986
A,-0.0022633058333333313
A-,-2.4334083333333293e-4
B+,9.964925000000005e-4
B,1.7858124999999068e-5
B-,-5.471089999999981e-4
C+,2.6497666666666555e-4
C,-0.001190678235294113
C-,-2.650399999999998e-4
NA,5.4256226415093155e-6
S,-0.012281087500000005
A+,0.0032998214285714323
A,-0.0030031791666666656
A-,3.7444916666667244e-4
B+,-7.443825000000002e-4
B,1.500156250000016e-4
B-,-6.554929999999986e-4
C+,-4.172266666666676e-4
C,-3.491264705882329e-4
C-,1.1665454545454575e-4
NA,-3.7403559748428476e-5
S,0.021733272500000008
A+,0.007094461428571431
A,9.123541666666643e-4
A-,-0.0021656675
B+,0.0035979099999999967
B,-6.116431249999996e-4
B-,7.757670000000015e-4
C+,2.2461333333333394e-4
C,-5.765588235293556e-5
C-,-1.997381818181826e-4
NA,-2.070874213836499e-5
S,0.0011222375000000011
A+,0.004405498571428576
A,-0.0031129524999999976
A-,-0.0011212941666666632
B+,-0.0010058400000000024
B,-8.550693750000017e-4
B-,-8.463149999999984e-4
C+,-1.217566666666656e-4
C,4.1577705882353257e-4
C-,2.3081272727272766e-4
NA,1.4471660377358472e-5
S,0.005732037499999995
A+,-0.0014230614285714307
A,-0.0025607908333333314
A-,-8.178275000000066e-4
B+,-0.0022491649999999996
B,-7.790206249999996e-4
B-,-4.125189999999988e-4
C+,-2.660333333333331e-4
C,-7.924476470588193e-4
C-,0.001042445454545455
NA,-8.123459119497005e-6
S,0.014910327499999999
A+,-0.002266129999999991
A,-0.002771804166666664
A-,0.00341042083333333
B+,-5.37395000000001e-4
B,4.674781250000024e-4
B-,4.0173900000000095e-4
C+,9.794999999999747e-5
C,8.753088235294192e-4
C-,0.0011194109090909086
NA,-3.3450553459119836e-5
S,-0.010706657499999996
A+,-0.0016744328571428593
A,-1.190224999999967e-4
A-,9.38894166666671e-4
B+,7.676324999999982e-4
B,-5.236618749999987e-4
B-,7.484370000000003e-4
C+,7.306499999999988e-4
C,-8.404194117647008e-4
C-,9.69681818181818e-4
NA,-2.5910062893083286e-6
S,6.831249999999255e-5
A+,9.677814285714306e-4
A,-8.530491666666641e-4
A-,-0.003766942500000006
B+,0.0015987974999999985
B,-4.010381250000021e-4
B-,-5.688149999999984e-4
C+,0.0010802600000000004
C,-1.757264705882333e-4
C-,2.516909090909106e-5
NA,1.855714465408805e-5
S,-0.010310687500000002
A+,0.011553764285714297
A,-0.002073530833333335
A-,-8.098841666666626e-4
B+,0.0018933674999999997
B,6.261312500000077e-5
B-,2.0364300000000178e-4
C+,-0.001004606666666665
C,-5.738805882352888e-4
C-,-7.77096363636364e-4
NA,1.0592716981132113e-5
S,-0.025723867499999997
A+,-0.004844947142857141
A,-0.0011799624999999985
A-,-5.181408333333397e-4
B+,-0.0013908325000000007
B,-5.467043749999998e-4
B-,-0.0010195329999999991
C+,1.6893999999999893e-4
C,-5.187017647058789e-4
C-,3.0392363636363686e-4
NA,2.535138364779884e-5
S,-0.011479937499999997
A+,0.002303118571428576
A,0.001308127500000005
A-,0.002663830833333336
B+,-1.6820499999999997e-4
B,-8.994443749999997e-4
B-,0.0013468330000000004
C+,-0.0012324166666666681
C,8.891805882352968e-4
C-,-8.367072727272724e-4
NA,-1.8874150943396917e-5
S,-0.0056738974999999995
A+,0.0073273671428571415
A,-1.7497083333333486e-4
A-,-0.0031650091666666725
B+,1.8766250000000126e-4
B,2.746631249999995e-4
B-,-4.0863299999999966e-4
C+,8.336699999999983e-4
C,-3.5916176470587885e-4
C-,8.586963636363631e-4
NA,-1.1683899371071454e-6
S,0.001053372500000006
A+,-0.006352401428571427
A,-6.104241666666624e-4
A-,0.002776030833333335
B+,0.0010815824999999997
B,0.001249356875000003
B-,-9.404999999998002e-6
C+,8.799666666666557e-5
C,-1.1008529411764369e-4
C-,-5.387981818181822e-4
NA,1.832245283018905e-5
S,-0.0055298175000000034
A+,-6.148928571428519e-4
A,0.0015856124999999977
A-,-0.003969162500000006
B+,0.0015917274999999998
B,-1.0847687499999823e-4
B-,-2.8465299999999816e-4
C+,7.01719999999999e-4
C,-8.067947058823471e-4
C-,-2.5729818181818143e-4
NA,8.019786163521981e-6
S,-0.008877327500000006
A+,0.0049629757142857145
A,6.822524999999961e-4
A-,8.400508333333308e-4
B+,8.012574999999988e-4
B,-0.0011414893749999992
B-,-0.0017610329999999993
C+,5.921166666666653e-4
C,0.0011107182352941194
C-,1.8387272727272752e-4
NA,1.5853320754716647e-5
S,-0.007852712500000004
A+,-0.008120818571428563
A,0.0012548558333333305
A-,9.693808333333274e-4
B+,0.003685909999999998
B,4.326493749999991e-4
B-,4.7329300000000196e-4
C+,4.7564666666666386e-4
C,0.0023157652941176565
C-,-1.814418181818181e-4
NA,5.160896855345954e-5
S,-0.0037329425000000027
A+,-0.0011345642857142882
A,0.004463542499999996
A-,-9.005541666666726e-4
B+,-4.406675000000006e-4
B,-3.6535062500000104e-4
B-,4.5747500000000173e-4
C+,-3.8214666666666587e-4
C,0.001589998235294118
C-,9.332763636363637e-4
NA,2.6347911949685703e-5
S,-0.0152196925
A+,0.004110072857142858
A,-0.0017480791666666705
A-,-0.0010522091666666723
B+,-0.002484382500000002
B,-5.951756250000013e-4
B-,8.367110000000026e-4
C+,-2.6217666666666624e-4
C,-1.186441176470565e-4
C-,-5.476418181818182e-4
NA,5.104943396226321e-6
S,-0.0033331775000000016
A+,-0.009147701428571433
A,0.004273214166666666
A-,-0.0047616441666666716
B+,-1.101325000000033e-4
B,1.0630437499999837e-4
B-,0.0011983970000000008
C+,-1.1107333333333214e-4
C,4.051052941176482e-4
C-,3.3346545454545495e-4
NA,-3.621425157232734e-5
S,-0.0061211274999999985
A+,-0.001735935714285712
A,0.0017199958333333346
A-,0.002190534166666664
B+,0.0010558649999999978
B,-4.319187500000224e-5
B-,-6.182489999999996e-4
C+,0.0014663300000000005
C,6.016029411764736e-4
C-,2.8798363636363703e-4
NA,3.5688490566038605e-5
S,0.006359072500000005
A+,-0.0055886842857142864
A,3.0737416666666356e-4
A-,0.0013959991666666728
B+,-5.476350000000026e-4
B,5.254118749999987e-4
B-,-2.8769699999999995e-4
C+,-6.96526666666665e-4
C,2.734923529411792e-4
C-,4.74690909090902e-5
NA,-4.3501949685534994e-5
S,0.0081487775
A+,-0.0017329299999999889
A,0.0010455208333333312
A-,-0.0027074308333333384
B+,-0.001993265
B,-1.8011562500000057e-4
B-,3.8553100000000097e-4
C+,-9.8966666666667e-5
C,-0.0011521476470588196
C-,0.0012072454545454542
NA,1.4877849056603723e-5
S,0.012590627500000002
A+,-0.004694698571428564
A,0.0017009708333333314
A-,-0.002973929166666661
B+,0.0015378174999999999
B,8.296843749999993e-4
B-,5.408810000000011e-4
C+,8.303166666666661e-4
C,-1.8793823529411453e-4
C-,-4.7953818181818274e-4
NA,1.4183911949685488e-5
S,-0.012950607499999994
A+,7.915842857142869e-4
A,6.539249999999842e-5
A-,-8.80447500000004e-4
B+,4.448824999999989e-4
B,-8.551743750000014e-4
B-,-4.578289999999977e-4
C+,-0.001098510000000003
C,-0.0019613558823529387
C-,-4.7869636363636405e-4
NA,1.6874125786163557e-5
S,-0.003613042500000005
A+,0.008211975714285714
A,9.80259166666663e-4
A-,0.0023796358333333326
B+,-0.0015025600000000013
B,9.55970625000001e-4
B-,3.146010000000014e-4
C+,-0.001134429999999998
C,-0.0013771358823529355
C-,2.796327272727276e-4
NA,6.807081761006204e-6
S,-0.006306202499999999
A+,-0.003985309999999994
A,-2.206558333333359e-4
A-,0.0016424524999999995
B+,0.002096455000000001
B,-3.1443687500000086e-4
B-,-1.694149999999986e-4
C+,7.887666666666748e-5
C,8.697352941176965e-5
C-,-2.2805999999999955e-4
NA,5.732062893081853e-6
S,-3.7126250000000236e-4
A+,0.0017676242857142845
A,5.505008333333318e-4
A-,-0.0038232108333333403
B+,9.76627499999999e-4
B,5.47998125000002e-4
B-,-8.539509999999987e-4
C+,-3.516966666666657e-4
C,8.185723529411784e-4
C-,0.0017515127272727275
NA,-2.2439962264151193e-5
S,0.010878912500000004
A+,0.004213584285714292
A,-0.002181830833333337
A-,0.0021144175000000053
B+,-0.0027001299999999963
B,2.948506249999996e-4
B-,-9.048489999999986e-4
C+,1.301866666666636e-4
C,-0.0016794488235294055
C-,7.247200000000003e-4
NA,-2.3645660377360027e-6
S,-0.0077261575
A+,-0.006631281428571419
A,-0.00287877083333333
A-,0.0010484958333333296
B+,0.001249355000000002
B,7.657918749999981e-4
B-,0.0012146430000000014
C+,-7.50223333333336e-4
C,-0.002659022941176469
C-,0.0010021327272727268
NA,6.470251572326625e-6
S,0.0132414975
A+,8.7679285714286e-4
A,-2.556958333333341e-4
A-,-0.0014427008333333282
B+,-0.0024676775000000008
B,-0.0011239081250000009
B-,0.0014940510000000017
C+,8.529066666666676e-4
C,-2.4748823529408205e-5
C-,1.2467636363636464e-4
NA,3.155484276729354e-6
S,0.014690947499999999
A+,0.0034923271428571514
A,-2.4845083333333235e-4
A-,-0.002984097500000007
B+,-8.197424999999984e-4
B,3.7409562499999925e-4
B-,0.0011406790000000019
C+,8.253533333333323e-4
C,1.676923529411802e-4
C-,0.0014240781818181819
NA,-3.76738742138373e-5
S,0.0014276725000000022
A+,-0.0035255385714285646
A,-1.842108333333376e-4
A-,0.0010730008333333365
B+,0.003043132499999995
B,-7.121018749999992e-4
B-,0.0013051710000000008
C+,8.793966666666657e-4
C,-2.2878235294111987e-5
C-,-5.25863636363636e-4
NA,-3.756979874213909e-5
S,-0.011416032500000001
A+,0.0036592985714285742
A,0.001366110833333331
A-,0.001681649166666667
B+,9.801449999999987e-4
B,-1.4911687499999878e-4
B-,-0.0018820289999999984
C+,1.8813666666666628e-4
C,5.164158823529469e-4
C-,-7.043254545454539e-4
NA,-1.7727584905661016e-5
S,0.002338022500000006
A+,0.004213367142857146
A,0.0032483741666666658
A-,0.0018774991666666641
B+,6.889575000000001e-4
B,-6.837656250000016e-4
B-,4.523990000000031e-4
C+,-5.496866666666662e-4
C,2.8096294117647416e-4
C-,9.583618181818175e-4
NA,-1.6654729559749066e-5
S,-0.0036361774999999963
A+,-0.005887592857142864
A,0.0045287425000000055
A-,0.0012288608333333388
B+,0.0013461599999999988
B,-6.167031249999971e-4
B-,0.0010586670000000008
C+,-5.359500000000015e-4
C,-8.049994117647017e-4
C-,-0.0013598472727272728
NA,-2.530617610062965e-5
S,-0.0288054925
A+,8.939099999999982e-4
A,0.0029915125000000054
A-,-0.0016022108333333333
B+,-0.0016947874999999973
B,1.0109187499999891e-4
B-,9.808730000000004e-4
C+,-5.332966666666666e-4
C,5.213947058823603e-4
C-,7.086345454545449e-4
NA,-2.0634477987422106e-5
S,-0.0063560125
A+,0.009220424285714285
A,0.0013172825000000007
A-,0.004661972500000005
B+,0.0016815999999999992
B,-6.207062500000175e-5
B-,-3.1201699999999853e-4
C+,6.749533333333339e-4
C,4.126852941176527e-4
C-,7.362181818181792e-5
NA,3.959719496855364e-5
S,0.011070682500000003
A+,6.422699999999995e-4
A,-0.002196722499999998
A-,6.557524999999984e-4
B+,9.129874999999995e-4
B,8.92689375e-4
B-,-6.035469999999982e-4
C+,8.203499999999969e-4
C,6.097005882352987e-4
C-,7.253090909090868e-5
NA,-3.368641509434133e-6
S,0.007821482499999996
A+,-0.006147535714285711
A,4.401308333333342e-4
A-,-9.328041666666659e-4
B+,0.00260758
B,-6.89125625e-4
B-,3.171330000000001e-4
C+,-3.7263333333333346e-4
C,-8.348041176470537e-4
C-,4.2949818181818215e-4
NA,-6.17742138364799e-6
S,0.002965592499999996
A+,-0.006086012857142854
A,0.0020294408333333333
A-,-6.171441666666727e-4
B+,7.654649999999992e-4
B,2.321681249999998e-4
B-,-6.103329999999989e-4
C+,3.490733333333305e-4
C,3.325194117647091e-4
C-,0.0019038727272727262
NA,-1.9043333333334016e-5
S,0.006339402500000007
A+,0.006207347142857145
A,0.0011646791666666692
A-,0.002275989166666668
B+,-0.0014588250000000024
B,-2.84850625000001e-4
B-,8.039530000000015e-4
C+,-8.83103333333333e-4
C,-3.454970588235233e-4
C-,2.7636363636364987e-6
NA,-2.481110691823928e-5
S,-0.0185650225
A+,-0.01032795
A,-8.811583333333404e-5
A-,-2.4074083333334073e-4
B+,0.0012846874999999992
B,-8.929231249999983e-4
B-,7.894570000000001e-4
C+,-1.2789000000000276e-4
C,-2.9279235294117043e-4
C-,-3.931472727272733e-4
NA,1.2524264150943629e-5
S,0.005943252500000001
A+,0.003056290000000001
A,-1.4747583333333207e-4
A-,0.0016726325000000026
B+,-0.001390127500000002
B,-6.468437500000065e-5
B-,-2.5430899999999895e-4
C+,3.4825000000000063e-4
C,8.971747058823555e-4
C-,-0.0013211072727272726
NA,-2.050896855345985e-5
S,0.013062652500000004
A+,7.263928571428632e-4
A,9.925524999999987e-4
A-,3.096141666666619e-4
B+,9.459474999999988e-4
B,-8.534931249999997e-4
B-,-5.963129999999974e-4
C+,2.0788999999999885e-4
C,8.420417647058839e-4
C-,9.164490909090911e-4
NA,1.315432704402518e-5
S,-0.015672787500000004
A+,0.0026793671428571504
A,-0.0021536408333333373
A-,0.0012697774999999951
B+,-7.372950000000012e-4
B,2.736731249999993e-4
B-,7.533950000000008e-4
C+,0.0011732699999999977
C,8.182794117647077e-4
C-,-6.263163636363635e-4
NA,2.1601371069182487e-5
S,2.5161249999999764e-4
A+,-0.0017951328571428604
A,1.530158333333323e-4
A-,-7.400924999999992e-4
B+,3.9038499999999814e-4
B,3.5195437499999804e-4
B-,-7.730269999999984e-4
C+,-2.3522333333333517e-4
C,0.0015366429411764716
C-,2.102909090909014e-5
NA,-7.230628930817927e-6
S,-0.004081232500000004
A+,-0.005165918571428562
A,0.003575590833333332
A-,0.0012358075000000028
B+,-0.0015823874999999997
B,-5.608937499999898e-5
B-,2.1257500000000133e-4
C+,-1.9703000000000144e-4
C,-0.0014555111764705836
C-,-2.6483636363636327e-4
NA,-4.534871698113246e-5
S,-0.004807967500000001
A+,-0.0019125128571428575
A,-0.0012462891666666638
A-,0.00169092916666667
B+,0.0022357899999999984
B,-1.0294937499999936e-4
B-,6.42361000000002e-4
C+,-3.909833333333354e-4
C,0.0013515735294117725
C-,-4.061327272727269e-4
NA,-3.992691823899613e-6
S,-1.9742499999999335e-5
A+,-0.005659958571428571
A,0.0014697458333333298
A-,0.0027494941666666656
B+,-0.001948340000000001
B,-2.36088124999998e-4
B-,8.920250000000014e-4
C+,-6.700033333333317e-4
C,9.747511764705902e-4
C-,-4.560636363636365e-4
NA,4.037105660377404e-5
S,0.014730317500000003
A+,-0.0062758842857142914
A,0.004518997499999997
A-,0.0010012941666666681
B+,-4.4308999999999945e-4
B,0.0012885731249999996
B-,1.1265500000000093e-4
C+,4.559799999999988e-4
C,0.0013455005882352968
C-,3.010836363636371e-4
NA,3.5934301886792554e-5
S,-0.004789862500000002
A+,2.5966999999999906e-4
A,-6.806275000000012e-4
A-,0.004471419166666668
B+,-0.0013090524999999997
B,1.7334437499999744e-4
B-,-9.737369999999985e-4
C+,-9.47233333333331e-4
C,7.361588235294786e-5
C-,-3.215309090909096e-4
NA,8.490955974842827e-6
S,-9.629250000000828e-5
A+,0.0014468557142857255
A,0.0012538974999999975
A-,0.002332902500000006
B+,-9.746375000000012e-4
B,4.27626874999999e-4
B-,-0.0018587849999999978
C+,2.3682999999999823e-4
C,-0.0010375699999999961
C-,5.66494545454545e-4
NA,-3.7206289308195946e-7
S,0.0169598275
A+,-0.001919581428571427
A,-9.718875000000021e-4
A-,0.0017583691666666697
B+,-0.0027429950000000024
B,5.085293749999996e-4
B-,-4.908289999999981e-4
C+,1.2602000000000053e-4
C,-0.0019886052941176444
C-,-1.9283818181818236e-4
NA,-1.3377232704404148e-6
S,0.005141982499999996
A+,2.824242857142886e-4
A,0.0016794358333333385
A-,-0.0017419925000000055
B+,-0.0011822825000000002
B,6.621006249999992e-4
B-,-8.977329999999983e-4
C+,-9.361699999999996e-4
C,-7.531099999999954e-4
C-,3.494509090909094e-4
NA,-4.369446540880728e-6
S,-0.018610807500000007
A+,0.002416824285714289
A,-0.001237667499999997
A-,0.0015808858333333357
B+,0.001101155
B,-9.139356249999979e-4
B-,-2.608709999999993e-4
C+,5.700599999999995e-4
C,-4.241547058823497e-4
C-,1.1719090909090952e-4
NA,1.0183132075471683e-5
S,-0.0206712225
A+,-2.0347857142856318e-4
A,0.0019610758333333304
A-,-0.002262649166666673
B+,0.0011881275000000008
B,6.809456250000002e-4
B-,-9.804629999999991e-4
C+,-0.001193260000000002
C,0.0017833100000000028
C-,-0.0022854890909090896
NA,-5.2824062893082595e-5
S,-0.012365877499999994
A+,8.111700000000049e-4
A,-0.0017533475000000034
A-,0.0021379824999999937
B+,0.0010297249999999991
B,7.220018750000013e-4
B-,-3.9151099999999896e-4
C+,6.889666666666386e-5
C,9.26654705882361e-4
C-,-4.1632363636363655e-4
NA,1.905196226415107e-5
S,-0.016091937499999997
A+,0.004322272857142852
A,0.0018200041666666677
A-,7.593108333333338e-4
B+,3.7136999999999874e-4
B,0.0015194468749999983
B-,-7.893309999999988e-4
C+,8.421899999999975e-4
C,0.0015479394117647112
C-,8.480727272727288e-5
NA,4.208289308176059e-6
S,0.013312527500000003
A+,-0.004033381428571417
A,-0.0011016375000000036
A-,-0.001165424166666673
B+,2.658324999999983e-4
B,-0.0011244943749999998
B-,-0.001741922999999999
C+,-3.230666666666689e-4
C,-9.920782352941136e-4
C-,9.676945454545457e-4
NA,-2.3956742138365267e-5
S,0.006220947500000001
A+,0.011815035714285715
A,9.769858333333317e-4
A-,8.620574999999965e-4
B+,0.002619567499999998
B,5.200812500000034e-5
B-,3.171990000000034e-4
C+,-2.670200000000019e-4
C,-8.007470588234721e-5
C-,7.603727272727269e-4
NA,-1.7905018867925118e-5
S,0.016761597500000006
A+,-0.002508024285714287
A,-3.4898749999999506e-4
A-,-0.0014029741666666733
B+,0.001468152499999999
B,-6.204118750000008e-4
B-,-0.0012633089999999991
C+,-8.432233333333328e-4
C,-6.837405882352896e-4
C-,-8.540872727272727e-4
NA,3.231236477987441e-5
S,-0.0251286075
A+,-0.006128487142857136
A,0.0018395425000000023
A-,-6.937358333333377e-4
B+,-0.001314807500000001
B,5.7993125000001064e-5
B-,-7.147909999999982e-4
C+,-3.2762333333333525e-4
C,-2.645488235294066e-4
C-,-0.0015667272727272726
NA,2.823132075471544e-6
S,-0.005121152500000005
A+,-0.0055671957142857135
A,-0.002191750833333336
A-,-0.0032701491666666735
B+,-0.0010554124999999997
B,2.2487562500000163e-4
B-,-3.9005299999999855e-4
C+,2.977033333333317e-4
C,2.837111764705936e-4
C-,-0.0012899418181818178
NA,-3.855422641509514e-5
S,-0.005795732499999999
A+,-0.0021916671428571337
A,0.0027662424999999975
A-,-6.222508333333302e-4
B+,7.954999999997802e-6
B,-2.162781250000021e-4
B-,4.683700000000015e-5
C+,-3.4517333333333315e-4
C,5.83711764705943e-5
C-,2.5752000000000045e-4
NA,3.594700628930816e-5
S,-0.008901447499999996
A+,1.1835857142857374e-4
A,-0.0018337158333333332
A-,0.002329014166666669
B+,-5.553099999999998e-4
B,-4.10055625000001e-4
B-,2.7957700000000275e-4
C+,-1.6791666666666577e-4
C,6.465352941176633e-5
C-,-4.7599090909090957e-4
NA,-4.080113207547408e-6
S,-0.005268882500000003
A+,-0.0013791985714285656
A,-0.0038047758333333292
A-,-1.7915749999999968e-4
B+,9.703749999999987e-4
B,3.171956249999996e-4
B-,0.0011513810000000019
C+,-6.890300000000029e-4
C,3.8532411764706514e-4
C-,8.614527272727264e-4
NA,-4.877471698113399e-6
S,-0.02233562750000001
A+,-0.007887609999999998
A,4.6737500000002546e-5
A-,0.002891834166666665
B+,-2.0941250000000228e-4
B,5.864556249999978e-4
B-,0.0011575049999999999
C+,-6.122199999999989e-4
C,7.892382352941223e-4
C-,0.0018224999999999986
NA,1.5490226415094314e-5
S,-0.006216562499999997
A+,0.003781669999999996
A,0.0012447074999999974
A-,0.0010020058333333394
B+,-0.0017236975000000016
B,-5.108562500000132e-5
B-,-6.600909999999992e-4
C+,1.978700000000022e-4
C,-0.0015769276470588198
C-,6.955454545454541e-4
NA,4.140149685534695e-5
S,-0.008092577499999995
A+,-0.0030800871428571385
A,-0.002592200833333337
A-,0.001790335833333333
B+,0.0012599274999999972
B,-8.423906250000005e-4
B-,4.067590000000011e-4
C+,5.853566666666642e-4
C,1.1139941176470935e-4
C-,-6.316672727272729e-4
NA,-1.947603773584972e-5
S,-0.019534802499999993
A+,-0.004385847142857145
A,0.0019530791666666646
A-,-0.0011802958333333353
B+,0.0015240399999999984
B,-1.606568749999981e-4
B-,2.8230700000000236e-4
C+,-2.218666666666664e-4
C,-1.233311764705851e-4
C-,1.3205090909090838e-4
NA,2.8612339622642133e-5
S,-0.0016997774999999902
A+,-6.939414285714265e-4
A,-0.0012278425000000013
A-,-0.002688064166666674
B+,-0.0011841350000000033
B,7.31094374999999e-4
B-,2.49011000000001e-4
C+,9.350333333333084e-5
C,-0.001960227647058821
C-,-9.933472727272725e-4
NA,9.096641509434153e-6
S,0.0018814174999999948
A+,0.0013028071428571506
A,5.674641666666669e-4
A-,-0.0014954341666666663
B+,-3.410000000000011e-4
B,3.401606250000023e-4
B-,4.6651500000000084e-4
C+,-1.5480333333333225e-4
